Variable Name, Data
Date: ,2024-08-03 17:14:18
Arm_position: ,-0.335226, -0.162428, 0.327981
Angle_Between_Object_Camera,18.298740
Estimated_Normal_Vector_Camera_Frame ,-0.303653, 0.079832, -0.949432
Estimated_Position_Camera_Frame: ,0.014925, 0.056361, 0.559726
Rotation_Axis: ,-0.079832, -0.303653, -0.000000
Estimated_Position: ,-0.203704, -0.641484, 0.321709
Estimated_Normal_Vector: ,-0.042803, -0.995848, 0.080342
