Variable Name, Data,,
Date: ,2024-08-03 20:27:07,,
Arm_position: ,-0.351491,-0.391131,0.326032
Angle_Between_Object_Camera,25.901659,,
Estimated_Normal_Vector_Camera_Frame ,-0.436369,0.020027,-0.899545
Estimated_Position_Camera_Frame: ,0.037934,0.041851,0.345949
Rotation_Axis: ,-0.020027,-0.436369,0
Estimated_Position: ,-0.243483,-0.647501,0.341684
Estimated_Normal_Vector: ,0.084588,-0.996318,0.014001
