Variable Name, Data
Date: ,2024-07-28 18:03:50
Arm_position: ,0.035970, -0.370278, 0.343308
Angle_Between_Object_Camera,50.744747
Estimated_Normal_Vector_Camera_Frame ,0.771275, 0.068770, -0.632776
Estimated_Position_Camera_Frame: ,-0.023912, 0.032397, 0.376329
Rotation_Axis: ,-0.068770, 0.771275, 0.000000
Estimated_Position: ,-0.174748, -0.613081, 0.359866
Estimated_Normal_Vector: ,0.086432, -0.993982, 0.067302
