Variable Name, Data,,
Date: ,2024-08-11 20:42:27,,
Arm_position: ,-0.094143,-0.424506,0.536477
Angle_Between_Object_Camera,25.126629,,
Estimated_Normal_Vector_Camera_Frame ,0.407828,0.11823,-0.905371
Estimated_Position_Camera_Frame: ,0.087423,-0.012235,0.385845
Rotation_Axis: ,-0.11823,0.407828,0
Estimated_Position: ,-0.297182,-0.64838,0.431386
Estimated_Normal_Vector: ,0.001239,-0.825152,-0.56491
